Diamtrs,Laiks3,Laiks2,Laiks1
0.235,5.53,15.62,5.08
0.624,56.52,14.59,55.26
1.943,21.26,50.85,0.09
2.073,31.52,12.87,43.79
1.414,13.97,13.82,14.83
0.11,58.6,57.79,55.24
0.67,33.08,5.57,5.14
0.795,12.95,9.4,8.49
2.588,31.93,55.37,27.65
0.675,21.94,46.97,13.91
0.04,59.43,11.6,6.77
0.327,38.02,46.86,28.36
0.908,1.56,4.44,33.12
0.945,43.28,50.31,24.6
0.229,15.49,43.72,30.75
1.016,24.83,3.15,8.27
0.783,49.08,22.07,50.82
0.676,23.08,4.52,31.3
0.844,29.02,18.79,53.72
2.879,31.36,38.2,42.62
2.602,58.76,54.78,3.89
2.767,44.69,0.05,30.51
1.519,47.38,16.97,59.79
1.034,34.96,7.91,51.99
2.776,1.02,16.83,55.68
0.203,58.03,41.19,19.11
2.132,21.78,9.66,48.3
2.98,15.95,5.85,21.79
0.873,43.43,52.35,49.76
1.36,16.08,33.65,7.56
0.913,21.53,49.97,37.25
1.361,26.3,28.62,3.76
1.664,49.51,12.65,30.32
2.155,22.76,18.0,40.9
2.988,4.42,16.23,35.51
2.007,4.46,35.27,26.37
1.512,14.13,36.05,52.82
2.809,32.89,37.63,26.26
2.646,1.29,12.46,46.88
1.14,53.54,27.98,11.97
2.293,4.18,14.95,36.39
1.04,4.55,59.47,21.61
1.749,57.81,1.9,53.54
0.207,40.08,49.82,39.26
1.355,35.38,46.88,34.73
2.544,21.75,1.19,38.02
0.477,15.78,39.92,35.69
0.933,44.93,30.84,14.36
0.074,49.17,54.28,38.07
0.292,29.14,17.48,27.43
1.172,3.37,18.74,39.9
2.233,59.62,52.9,41.82
2.491,19.59,37.03,17.79
1.721,16.11,7.09,19.57
2.761,31.13,6.49,51.71
1.579,30.06,18.08,4.65
1.243,23.65,56.25,4.65
2.602,24.05,16.53,12.66
2.649,55.3,33.38,43.13
1.86,45.58,24.65,17.05
2.083,57.23,21.96,16.88
0.124,13.87,38.76,53.35
0.686,26.13,14.46,36.79
1.746,46.57,45.39,18.92
2.814,6.46,47.69,22.15
0.309,27.95,52.73,20.51
0.122,40.38,4.42,54.54
2.7,36.12,5.42,23.77
0.587,17.34,2.3,2.23
0.703,29.61,38.02,4.8
2.962,24.22,33.45,44.94
0.477,41.97,52.35,56.55
1.042,7.34,57.98,4.58
2.03,32.28,28.39,53.34
1.475,35.69,7.94,28.13
0.91,26.86,30.6,59.0
0.776,42.26,8.4,23.19
2.498,38.34,44.74,21.58
1.279,23.28,26.45,18.38
2.146,21.56,16.42,25.4
0.389,2.32,44.78,38.35
0.387,19.33,46.99,13.44
1.476,11.13,10.4,36.16
0.727,16.73,3.02,15.5
1.235,31.1,13.19,19.19
0.727,19.56,6.05,38.25
2.089,34.34,58.74,34.66
1.516,3.35,31.9,37.48
1.279,27.38,38.03,6.37
1.911,38.69,2.93,57.55
1.46,19.22,31.59,36.87
1.24,24.55,0.84,25.18
1.367,21.05,24.02,6.79
2.79,40.63,11.26,16.21
1.704,38.33,30.83,30.15
2.963,16.96,58.81,52.02
2.639,55.4,10.36,37.05
1.39,53.81,24.24,56.41
2.415,58.61,47.92,3.96
1.006,10.54,57.16,55.98
0.069,39.57,51.76,1.67
1.831,12.11,14.71,56.69
0.658,45.41,35.78,40.44
2.248,23.17,57.91,39.22
2.813,33.94,20.15,43.26
0.279,43.98,3.91,54.38
2.089,49.6,15.13,41.45
2.026,17.34,58.24,43.07
0.11,11.04,45.3,47.89
1.716,45.57,38.73,0.65
1.22,34.71,42.6,39.02
0.941,57.95,11.93,41.78
2.836,30.69,8.94,24.45
2.982,42.97,46.15,26.41
1.574,4.99,15.62,56.15
0.951,3.57,27.75,1.21
1.234,57.97,36.93,29.88
0.726,31.51,47.04,26.88
0.367,15.89,51.99,55.08
1.038,23.4,55.32,2.24
0.656,33.53,3.4,25.38
2.411,19.11,59.57,1.87
0.125,31.87,5.17,49.7
1.973,43.03,17.84,2.0
1.454,21.77,50.65,19.64
0.969,7.23,8.92,28.81
2.345,38.3,4.23,9.87
0.414,24.08,35.82,49.47
2.204,44.73,39.49,40.23
1.638,12.1,53.98,14.43
0.936,2.8,56.51,36.11
1.091,4.14,33.88,27.47
0.264,5.93,44.03,23.97
1.215,46.1,20.23,33.08
2.237,42.51,22.74,58.71
0.038,2.11,25.06,15.51
1.612,20.64,33.07,38.2
1.227,21.57,5.29,37.11
0.188,58.22,2.68,28.51
2.873,44.18,26.13,58.87
1.806,42.85,14.97,58.33
2.95,23.18,39.28,59.66
1.549,28.41,10.11,0.2
0.527,54.89,5.82,22.05
1.865,25.93,11.25,29.89
1.438,49.69,30.41,13.09
2.434,25.78,46.77,29.17
1.915,40.03,4.92,7.37
0.287,22.22,34.28,20.66
1.649,44.05,37.41,9.62
1.749,14.94,36.59,0.5
0.542,12.62,53.98,24.53
1.92,59.59,50.01,3.51
2.125,13.71,21.07,31.72
2.171,29.14,11.81,24.82
0.192,44.95,45.35,22.45
0.155,43.17,17.66,54.72
0.291,41.11,31.89,32.35
0.321,49.4,7.54,19.91
2.507,9.6,11.21,34.72
0.612,1.96,12.79,39.11
0.282,22.63,5.89,27.73
0.57,21.62,27.27,4.31
1.067,17.72,41.18,54.1
2.868,41.11,25.82,57.96
2.817,29.14,32.17,29.08
2.153,50.67,26.28,6.37
2.576,39.78,34.81,22.46
1.13,22.09,19.99,36.65
2.318,34.93,28.24,18.96
0.6,18.23,48.62,55.51
0.82,4.52,12.65,9.23
0.594,14.44,34.81,5.14
2.259,0.66,13.47,44.99
0.522,56.13,47.46,12.06
1.423,52.64,43.27,37.23
2.233,46.44,29.19,49.4
2.114,13.49,35.42,24.99
2.994,5.78,16.03,3.49
0.062,32.99,25.46,9.45
1.375,31.92,40.33,8.27
0.828,14.83,40.72,2.25
0.51,28.93,18.61,1.84
1.1,37.02,33.75,24.05
0.124,45.09,45.43,31.14
2.954,11.91,20.02,5.41
1.866,48.94,47.54,10.57
2.558,12.29,36.87,47.36
2.461,11.13,50.16,39.21
1.751,58.2,11.38,40.63
0.919,17.82,25.06,36.74
2.028,25.83,19.71,30.7
0.41,25.7,47.5,25.7
1.289,48.29,49.08,58.49
2.824,54.23,19.43,26.99
0.091,0.45,21.23,44.93
2.255,48.32,14.17,32.81
1.923,47.76,31.71,57.64
0.312,54.34,57.75,47.1
2.114,18.22,16.24,11.14
1.047,58.44,28.96,21.11
2.414,13.41,54.48,4.39
0.194,4.84,48.56,46.41
2.69,7.83,12.01,37.9
0.147,1.91,53.02,56.37
1.824,18.15,44.32,17.95
2.757,16.93,25.34,56.69
0.859,31.14,38.0,42.38
0.942,1.25,55.18,56.88
1.374,44.06,15.57,11.28
1.14,54.87,5.56,51.05
0.156,21.85,47.52,18.31
2.552,54.95,5.93,6.56
0.017,34.9,46.78,49.98
0.67,14.82,36.88,17.04
2.659,53.17,44.79,24.77
2.214,5.7,5.7,27.22
0.29,23.96,55.27,1.71
2.969,31.47,16.04,49.32
0.585,47.24,8.38,28.96
0.167,25.6,27.15,34.35
2.825,47.93,17.54,11.69
1.449,8.98,53.17,25.78
0.304,19.17,58.46,43.74
2.972,40.72,10.24,16.8
2.72,55.21,48.2,9.14
1.218,54.77,3.98,24.14
1.612,17.39,4.97,17.15
1.475,20.25,22.09,25.76
2.627,15.4,5.15,31.46
2.045,54.21,30.55,46.07
1.237,22.81,12.98,10.31
0.597,28.39,13.81,37.08
0.542,18.22,14.81,37.12
0.716,14.06,26.9,19.57
0.359,57.96,38.38,36.09
1.496,40.1,18.91,53.74
2.149,32.13,23.14,20.95
2.339,16.6,37.78,22.52
0.192,13.25,46.13,3.17
2.093,5.42,33.78,6.27
1.512,6.05,10.91,28.93
0.168,26.65,43.72,2.68
2.398,11.26,9.23,16.77
1.91,23.85,28.74,4.3
0.155,17.73,11.72,50.61
2.994,26.54,8.42,2.78
2.092,54.31,53.63,50.58
1.323,48.93,11.33,36.24
1.128,52.77,33.53,47.97
1.752,16.19,11.31,36.96
1.607,9.44,32.33,57.3
1.398,50.75,19.79,50.02
0.523,33.47,23.57,12.94
0.236,15.4,56.34,42.64
0.147,38.84,45.73,37.85
0.66,15.38,11.51,32.78
2.907,37.22,16.77,26.66
2.499,27.08,5.01,31.68
0.703,31.56,2.62,3.79
2.96,23.45,41.9,39.22
0.562,12.3,38.88,40.99
2.311,37.41,13.51,55.19
1.483,47.62,44.0,12.48
0.521,44.84,19.32,9.97
0.482,53.92,39.82,16.03
2.936,10.47,53.66,58.22
0.368,24.12,29.07,54.5
1.942,37.57,29.98,28.46
0.227,42.07,47.56,23.81
1.306,18.5,31.13,15.54
1.952,21.98,18.04,8.99
1.967,38.62,50.62,55.68
2.3,20.31,10.43,13.13
1.681,23.05,9.77,53.22
1.62,7.4,28.96,56.44
0.307,51.52,32.27,55.35
2.732,21.79,8.07,28.24
0.459,39.89,55.04,26.85
2.809,7.85,54.95,59.14
0.294,10.99,38.34,4.72
0.463,35.98,0.14,56.89
2.541,33.09,27.79,21.29
0.338,57.59,35.91,4.62
1.813,9.89,17.22,48.22
2.624,54.41,0.41,13.74
2.558,34.99,28.37,18.18
1.982,44.21,56.34,9.86
1.578,34.5,42.62,3.87
1.141,35.09,31.12,24.57
1.932,33.03,30.41,38.95
0.14,48.0,49.82,39.93
0.838,52.11,22.16,41.26
0.809,28.78,40.72,21.04
2.657,16.58,46.41,27.24
0.491,30.84,7.94,2.76
2.651,29.71,2.74,42.41
1.602,7.43,48.5,53.35
0.0,2.89,39.34,35.58
1.417,3.98,58.08,36.68
0.983,31.7,4.31,36.59
2.584,18.72,27.67,44.56
0.485,37.13,50.3,49.82
1.123,25.2,9.1,39.43
2.336,20.37,30.27,37.38
0.888,7.33,51.81,1.9
1.423,15.93,1.54,41.48
2.375,33.34,1.02,31.89
2.458,45.53,24.5,25.06
2.708,20.85,58.52,54.56
2.924,45.89,55.83,38.71
2.768,55.86,1.64,22.51
0.106,4.0,38.56,43.06
0.522,0.82,17.92,41.56
1.48,51.12,9.98,16.79
1.002,40.0,7.8,28.26
0.051,24.93,57.74,24.83
1.103,5.89,46.98,6.27
1.619,4.95,15.89,38.74
1.735,46.17,22.56,13.66
0.134,52.0,15.59,21.69
0.517,9.91,45.5,41.5
0.188,8.85,56.0,53.02
0.726,59.47,9.62,50.12
1.385,41.47,53.47,6.15
1.079,15.3,52.06,27.46
2.081,44.3,54.3,27.57
2.452,47.33,43.72,50.35
1.214,36.7,3.43,17.16
0.521,33.19,18.03,15.4
1.87,17.44,1.47,59.02
0.915,34.37,9.16,9.35
2.165,39.58,52.22,54.51
1.297,42.24,36.38,44.56
2.484,9.51,33.76,4.1
0.123,16.35,4.3,39.76
2.116,2.94,45.28,37.02
0.598,0.15,40.77,49.15
0.255,14.19,32.01,6.69
2.227,58.17,50.95,3.01
2.558,1.15,46.69,25.16
2.621,56.44,57.05,31.87
0.449,41.99,33.02,36.84
0.708,1.23,21.12,41.3
2.909,23.15,42.17,26.2
2.957,16.18,44.12,13.17
1.778,43.39,38.21,22.59
1.806,28.61,45.66,17.97
2.521,13.3,20.45,22.28
0.607,40.64,15.13,22.53
0.433,4.43,39.04,48.43
2.845,6.53,43.17,58.01
1.327,26.83,7.66,15.43
1.715,36.67,6.23,34.14
2.666,54.04,23.13,50.03
1.2,49.24,25.37,15.26
2.616,51.08,37.44,24.64
1.438,47.47,58.37,9.72
1.982,46.23,43.57,48.66
1.299,8.41,33.59,17.43
1.752,30.05,53.14,44.6
2.7,5.2,35.08,3.88
0.302,44.24,54.16,28.92
0.991,39.54,27.8,39.76
1.209,0.95,10.07,45.89
2.45,0.79,48.52,25.74
0.88,20.19,3.7,46.06
2.322,12.05,41.7,27.16
0.364,38.87,39.7,49.92
1.634,12.26,43.08,7.95
0.845,30.77,40.29,22.54
1.906,59.95,7.44,21.64
1.916,16.41,48.97,7.03
2.119,35.25,4.75,53.51
0.799,42.61,42.88,43.76
1.907,41.92,42.77,21.3
0.122,55.74,46.23,9.19
0.9,18.19,16.15,47.69
0.295,7.96,36.95,12.64
1.825,55.2,20.37,49.71
0.37,29.53,4.3,35.32
1.475,2.24,29.96,48.14
1.956,29.91,41.92,37.82
2.192,23.77,20.73,51.38
1.548,12.0,53.18,20.42
2.333,50.0,40.51,50.99
2.906,42.42,28.22,46.6
1.672,43.26,6.07,34.83
1.164,2.42,47.72,58.16
2.001,4.17,6.23,22.28
2.433,49.35,33.53,39.83
1.275,29.16,11.32,58.04
2.658,12.5,33.1,7.37
2.072,43.91,50.4,22.06
1.393,40.61,35.22,31.67
1.993,35.7,43.7,36.15
1.535,17.71,15.45,32.99
2.956,27.87,37.3,4.68
1.957,9.82,48.88,44.98
1.663,53.59,31.04,9.54
1.447,55.76,23.89,26.4
0.552,40.76,46.13,57.01
0.617,53.55,25.69,5.08
0.986,16.07,50.17,35.81
2.311,58.39,37.87,56.8
2.794,34.53,51.05,53.06
1.606,16.09,33.84,34.14
1.285,49.85,24.76,2.3
1.171,50.19,12.93,4.64
1.106,4.22,23.33,14.72
2.467,8.03,0.05,33.47
1.965,43.99,11.84,19.65
1.606,14.93,58.46,42.83
1.772,6.76,59.81,56.7
2.841,1.6,42.61,1.78
1.58,1.78,19.63,15.78
2.61,23.41,49.45,34.53
1.512,0.63,25.84,53.29
1.83,27.09,11.65,9.65
1.231,8.64,20.89,19.07
1.396,24.17,12.61,36.54
0.952,16.11,2.02,19.28
0.047,27.17,7.43,30.05
2.19,42.05,57.47,0.4
0.427,27.97,23.05,0.13
2.265,45.59,36.54,17.45
2.762,39.02,57.84,21.78
2.517,52.7,59.44,58.97
0.112,17.62,52.67,33.23
1.732,8.5,41.59,35.21
1.55,56.02,51.11,21.85
2.716,12.54,58.05,9.79
1.666,36.07,49.26,58.88
1.391,56.93,26.79,2.71
1.307,1.07,28.19,46.61
0.12,49.26,14.71,32.43
1.705,41.14,4.74,19.73
0.515,15.29,27.37,30.33
0.061,14.94,3.44,19.83
2.885,38.46,45.43,14.5
1.43,28.55,27.96,43.65
1.041,7.28,5.82,19.55
2.476,19.21,27.88,55.53
0.162,51.15,10.9,35.34
2.222,14.7,21.75,58.35
2.197,24.32,22.89,33.61
2.133,24.71,37.64,7.28
1.673,47.21,3.62,36.87
1.145,26.61,18.99,19.93
0.425,27.01,26.13,50.07
0.547,45.48,26.5,19.77
2.018,22.93,27.43,17.38
1.398,23.73,14.28,21.88
0.583,48.19,5.61,7.34
0.416,15.91,57.8,48.79
2.827,45.68,53.87,7.91
1.997,4.15,8.33,57.46
1.013,51.46,10.88,32.68
2.946,11.83,50.63,46.69
0.927,10.61,20.48,31.24
2.807,40.92,24.97,41.37
0.712,58.78,30.4,10.05
1.468,0.57,18.55,9.97
0.3,50.21,56.79,54.62
2.032,35.8,21.65,29.33
1.826,27.29,31.38,29.14
2.591,36.64,19.71,44.53
0.865,26.83,32.96,19.43
0.496,55.44,0.54,26.35
0.038,58.21,28.15,36.38
2.066,25.81,32.07,50.34
0.171,29.42,10.18,29.78
1.213,49.14,8.6,2.03
0.251,13.63,11.97,37.8
0.755,0.27,11.39,56.13
2.67,1.79,13.81,17.12
2.312,29.0,57.45,43.41
1.972,18.87,3.99,43.21
1.178,27.41,48.49,2.97
1.591,4.69,18.8,17.07
0.827,35.31,41.33,19.89
1.765,3.44,53.3,21.89
2.379,41.34,37.91,10.33
0.515,32.87,14.81,19.62
1.167,38.52,44.34,51.07
1.958,11.3,50.18,15.5
0.029,11.17,25.8,13.33
0.525,31.87,11.86,3.73
1.938,1.57,46.24,35.69
1.466,57.12,18.59,13.68
0.6,29.85,5.65,43.75
0.612,9.82,31.59,36.95
0.091,6.72,57.98,20.53
1.561,33.01,29.19,5.05
2.617,41.44,18.57,17.28
2.426,20.7,11.39,0.07
1.456,16.34,2.57,53.43
2.234,39.13,10.69,30.49
1.738,1.38,35.46,33.51
1.982,32.79,50.75,33.89
1.985,4.67,20.74,3.28
1.853,34.61,35.0,3.09
0.797,19.83,32.15,39.9
2.087,45.66,26.18,52.55
2.711,36.27,16.69,43.96
1.09,13.07,1.76,3.73
1.804,12.18,29.0,50.61
0.956,7.95,46.82,53.97
0.881,31.81,28.09,5.54
1.37,57.79,21.0,44.26
1.858,50.0,49.9,54.81
1.903,44.79,15.38,15.32
0.368,54.16,20.73,3.83
0.925,55.0,24.22,54.11
0.46,16.76,36.37,22.74
1.014,23.07,57.94,3.18
0.706,57.96,50.48,33.96
1.735,11.69,46.06,10.37
1.021,47.57,42.23,19.88
1.306,32.42,29.08,38.04
2.586,52.36,37.24,57.55
1.373,25.32,52.41,55.3
2.415,38.31,29.68,12.75
2.232,51.03,48.76,57.05
1.773,21.21,26.25,44.31
1.212,48.61,24.08,37.84
1.224,52.75,36.68,56.41
1.816,41.37,41.5,1.49
1.725,5.48,24.01,29.8
0.935,27.37,58.2,35.01
2.954,10.69,27.48,18.31
1.455,0.6,0.02,11.74
0.56,5.01,2.13,19.81
2.784,34.08,30.28,14.39
0.599,2.74,0.39,13.35
2.122,13.8,22.25,0.46
1.702,13.39,9.27,33.33
1.851,12.6,25.73,57.61
2.636,26.18,31.99,55.01
1.689,9.44,7.08,10.03
0.713,3.51,46.58,35.62
2.756,5.93,28.43,8.42
1.04,58.67,14.38,44.41
2.547,26.21,22.96,30.62
0.86,38.11,2.42,35.54
0.066,43.08,5.81,17.28
2.725,58.28,6.1,39.9
1.473,2.74,25.8,8.62
2.37,59.71,5.78,39.59
2.509,38.17,14.87,11.7
2.262,37.16,34.23,37.01
2.146,0.09,34.96,19.54
0.509,4.54,38.35,50.71
1.136,53.95,40.52,49.17
0.538,59.4,29.93,32.18
0.395,49.01,29.24,56.16
2.287,18.5,19.05,18.68
0.368,38.26,14.84,35.03
2.692,26.72,56.34,15.11
2.047,25.77,5.96,35.86
1.544,57.76,59.4,30.17
2.23,12.54,12.47,43.28
1.435,42.83,29.71,29.72
2.191,39.28,24.59,8.52
0.195,26.34,2.13,22.28
0.147,44.97,54.61,13.23
0.701,43.5,23.66,44.7
1.081,14.36,30.64,10.68
1.935,15.9,23.47,58.91
0.355,41.34,5.02,44.41
2.269,11.9,23.79,48.79
2.438,50.01,36.36,45.36
0.251,38.81,23.0,59.16
1.784,0.18,1.32,44.81
2.198,54.56,7.47,17.2
0.047,57.44,42.28,49.82
0.654,41.89,31.01,14.66
2.782,8.67,4.72,37.15
2.571,47.51,50.76,36.46
0.602,36.69,36.4,51.58
1.338,15.43,25.33,49.28
0.654,47.96,49.52,42.47
0.936,36.11,26.53,44.34
2.662,36.7,36.61,53.24
0.715,38.05,47.67,18.78
1.572,16.4,58.06,36.06
2.654,36.4,37.66,10.85
1.799,16.9,28.2,12.62
1.655,1.88,18.59,32.36
0.063,24.05,1.01,46.31
2.46,28.54,3.69,16.75
0.075,55.15,0.59,43.31
2.106,13.68,18.67,33.61
0.916,45.75,33.82,55.57
1.139,50.9,49.98,57.36
2.073,56.01,8.93,46.15
2.355,20.69,29.97,11.24
2.566,47.26,17.06,53.4
1.65,2.89,42.71,20.83
1.611,15.98,40.75,45.58
1.513,42.85,55.15,47.36
0.126,21.36,47.86,32.45
1.636,26.04,7.29,2.21
1.717,51.63,22.32,41.61
1.715,46.89,46.35,38.9
1.482,14.93,1.86,58.54
1.94,1.5,44.61,45.94
0.064,38.85,38.61,37.9
0.319,47.2,14.07,29.64
0.863,3.45,7.34,26.0
0.767,26.03,1.15,8.07
0.64,46.51,43.42,38.09
2.458,25.81,59.71,56.46
1.112,37.19,51.29,8.5
0.124,24.74,16.28,43.74
1.779,47.07,14.62,22.65
2.874,55.88,2.86,57.18
1.059,33.57,57.13,15.18
0.118,21.66,43.01,29.52
2.23,22.72,34.38,46.9
1.844,18.66,5.01,0.88
0.261,14.55,57.07,17.83
1.358,45.08,47.34,59.79
2.487,37.05,37.32,20.48
1.973,42.33,16.55,14.07
1.55,22.59,10.98,10.13
2.672,34.52,50.73,25.64
1.019,13.63,58.6,15.85
2.345,9.7,4.9,19.64
0.855,43.43,3.12,55.34
1.724,35.64,45.57,22.39
2.402,24.56,28.16,32.03
1.235,40.06,37.5,11.26
0.878,22.15,24.57,48.54
2.689,32.37,15.5,24.42
2.713,0.47,23.1,33.53
2.0,9.85,15.64,50.66
2.279,35.2,45.5,39.91
1.515,42.62,9.51,23.84
2.838,44.11,31.09,18.52
0.965,39.59,44.5,8.31
0.654,45.52,44.24,1.6
1.16,6.49,47.39,51.49
2.427,37.56,2.62,19.41
0.152,0.13,55.76,39.34
1.461,57.93,37.18,19.09
0.194,39.46,47.01,59.36
2.09,31.14,14.92,38.59
0.362,56.17,59.72,48.1
0.231,30.1,29.24,39.13
2.04,11.47,44.35,18.14
2.811,50.69,37.62,35.0
1.45,4.12,6.33,18.98
1.472,19.15,58.44,17.11
2.878,20.84,55.35,12.9
0.681,32.8,4.35,34.24
0.045,13.88,46.37,30.49
0.123,45.05,4.5,28.82
0.728,18.33,0.1,7.34
2.399,45.48,41.52,25.9
0.362,43.3,3.87,53.97
0.609,12.37,55.64,50.3
0.703,16.5,48.85,48.45
2.832,19.6,43.18,27.23
0.232,41.03,15.79,34.44
0.498,18.5,2.18,50.38
2.972,7.56,55.14,18.81
2.208,44.49,17.08,59.78
2.238,53.71,2.01,13.97
0.512,32.87,7.81,55.21
2.676,43.17,16.54,53.53
2.37,0.5,29.68,15.42
0.988,10.53,10.78,34.56
2.191,45.69,43.73,45.5
1.112,10.7,20.37,21.74
1.468,29.97,22.78,41.38
1.395,2.77,38.46,42.19
1.38,2.4,28.49,13.74
0.616,3.54,52.69,7.04
1.919,11.11,19.94,26.48
2.868,49.8,14.85,20.03
2.453,4.96,27.29,8.96
0.517,4.55,58.95,1.83
0.159,22.47,5.75,54.41
1.898,13.23,58.08,42.83
2.382,2.64,46.38,21.07
1.376,2.29,3.51,23.42
2.631,8.14,58.49,30.18
2.682,10.68,45.82,5.42
1.278,24.81,7.97,33.96
2.286,29.96,28.9,47.52
2.744,53.88,9.46,38.6
0.722,25.18,37.92,59.95
1.867,0.77,13.26,44.97
2.517,38.0,10.72,6.57
1.037,11.98,29.5,39.94
1.352,37.91,14.22,33.1
2.423,8.64,0.65,38.47
0.384,6.65,24.92,15.76
0.281,36.55,27.74,36.61
1.9,51.42,42.61,55.3
2.524,41.8,30.4,53.36
1.783,50.0,9.68,7.3
0.623,19.0,15.12,17.1
1.377,55.61,13.74,13.54
0.14,19.55,20.47,11.77
1.816,12.47,59.37,39.41
0.771,17.86,16.88,18.27
2.487,7.95,46.05,54.82
2.886,23.54,24.94,47.29
0.428,0.43,19.87,41.58
0.334,1.83,54.82,55.48
0.507,13.42,1.61,19.65
2.388,20.83,24.9,30.72
0.164,36.57,40.08,5.82
2.297,52.31,14.15,33.81
0.847,26.51,11.09,23.0
0.32,53.12,40.9,46.99
0.789,22.98,53.09,35.64
2.9,48.93,11.37,31.79
2.75,27.91,2.78,19.22
1.688,26.18,3.91,5.96
1.317,42.23,4.52,56.67
1.493,18.09,31.76,16.85
1.378,32.48,46.87,58.41
2.202,19.02,56.88,0.87
0.498,1.24,57.53,1.46
0.846,5.64,42.48,27.6
2.128,27.05,46.1,47.9
2.82,32.31,35.88,6.33
0.907,40.8,16.85,24.58
2.844,58.83,22.22,10.31
0.379,28.28,39.83,17.91
2.247,30.17,4.16,10.1
2.517,45.86,37.26,41.49
2.647,14.91,31.99,29.81
0.268,35.16,49.07,48.17
1.471,17.07,8.39,39.68
1.588,37.73,23.45,0.17
0.117,38.78,14.72,50.82
1.485,2.71,22.64,59.36
0.117,5.39,33.93,49.67
1.36,51.69,45.19,10.72
0.531,14.28,5.01,23.62
2.801,54.78,45.71,57.85
2.873,21.24,5.54,25.35
2.904,9.59,4.04,27.71
1.711,31.1,7.41,34.52
1.543,42.96,1.13,3.58
0.881,49.85,23.3,1.84
1.871,48.6,23.26,22.75
0.759,8.11,14.19,45.89
2.977,26.7,48.07,2.45
0.877,34.7,37.58,46.91
1.06,57.62,37.71,19.04
0.326,42.0,40.94,5.54
0.334,8.17,33.97,31.0
2.468,12.46,32.04,48.29
0.009,29.77,14.27,42.5
0.876,11.1,18.82,57.82
0.384,50.01,48.32,4.83
0.666,46.28,16.8,22.19
1.395,26.28,11.22,39.52
2.554,48.74,49.38,44.9
2.608,34.84,14.45,46.8
2.159,3.53,44.64,13.62
2.112,30.55,18.33,54.95
0.823,26.98,36.3,43.48
1.309,28.64,15.9,27.86
0.421,10.67,50.65,28.72
2.363,57.19,33.12,30.86
0.547,37.98,25.08,35.46
0.335,9.18,1.28,34.87
2.314,17.23,9.18,37.13
0.914,12.22,37.56,34.34
1.756,37.38,6.29,32.73
1.255,52.22,1.08,45.4
1.44,53.73,10.06,54.29
2.749,20.16,19.61,19.67
2.488,34.26,41.09,12.63
2.271,44.61,35.5,23.22
1.658,45.86,59.02,55.18
0.214,6.74,35.83,40.11
1.061,42.49,50.35,54.86
1.249,21.11,20.14,31.81
1.326,42.65,57.77,16.23
0.518,27.6,48.41,40.97
2.247,11.51,43.64,22.79
2.655,1.71,10.82,58.17
2.717,20.35,28.74,30.43
2.85,6.55,22.59,22.34
1.624,14.88,26.47,29.81
1.896,48.86,25.62,2.47
2.407,3.46,25.51,30.4
0.206,3.09,0.69,13.66
0.056,34.67,6.52,2.63
1.749,20.28,6.06,51.83
2.041,53.86,7.42,7.99
2.513,20.3,14.68,29.07
1.683,4.9,7.74,35.62
0.959,18.8,43.06,31.01
0.595,7.12,31.33,54.45
0.268,22.65,40.28,4.9
2.659,27.15,32.16,21.69
0.626,19.6,47.37,11.59
2.998,5.2,46.95,3.99
2.227,36.34,47.26,25.38
2.838,53.71,31.34,5.2
2.019,39.07,7.44,51.57
0.125,15.12,57.25,45.87
2.831,55.36,27.9,25.01
0.717,22.98,26.04,16.07
0.899,17.86,57.42,4.48
0.768,29.97,43.59,5.27
2.412,56.87,40.43,54.61
0.366,51.31,28.51,28.16
1.714,1.61,14.04,15.13
1.498,15.24,7.7,47.35
1.021,19.75,29.6,1.28
1.096,0.09,11.71,54.66
1.756,16.29,33.44,28.72
2.108,22.28,58.37,42.53
2.392,31.29,21.77,7.44
2.917,36.7,34.25,26.98
2.771,42.77,0.13,14.76
2.411,47.49,10.86,37.24
0.092,33.36,20.52,4.67
2.071,57.46,41.53,50.27
1.257,9.35,4.31,21.43
0.141,49.22,8.16,33.86
1.533,23.06,47.2,15.44
1.462,34.34,53.34,5.08
0.48,11.74,4.7,52.69
0.191,19.17,51.77,49.1
1.352,39.87,53.27,7.63
0.894,10.39,53.16,47.55
2.306,45.28,49.55,29.95
1.893,25.78,15.17,2.22
1.117,45.06,52.59,27.93
0.516,11.61,59.14,57.64
2.158,20.23,28.48,37.09
1.606,32.89,47.62,47.37
1.189,9.32,43.18,41.45
2.301,45.59,11.05,11.62
0.194,49.75,7.19,7.44
0.094,27.73,17.84,9.19
2.82,42.82,19.33,29.4
0.656,10.22,14.41,47.22
1.996,13.81,41.26,2.38
1.622,55.93,50.79,59.53
1.615,10.35,35.12,39.34
2.864,37.62,44.29,18.89
2.292,59.05,33.59,53.76
2.814,32.05,43.38,59.12
2.637,32.78,32.18,42.85
0.052,24.12,12.79,24.61
1.777,39.64,6.87,14.4
0.059,28.54,45.37,23.54
2.284,40.65,16.32,42.09
2.169,3.51,26.72,26.29
2.908,57.15,3.34,55.22
1.471,38.51,20.52,50.48
0.572,9.88,36.51,54.31
1.334,52.07,5.84,56.55
0.67,45.95,30.05,50.25
1.68,45.96,21.49,11.43
2.363,54.92,32.6,59.62
2.769,56.5,56.95,5.31
0.436,35.85,44.05,8.09
2.108,29.93,32.12,36.36
1.383,28.84,30.18,27.66
2.646,17.09,7.02,17.89
2.68,37.7,59.12,10.46
